annee;code_sexe;sexe;code_secteur_cnu;secteur_disciplinaire;code_groupe_corps;groupe_de_corps;code_uai;etablissement;code_academie;academie;code_region;region;code_pres;PRES;code_idex;IDEX;beneficiaires;geolocalisation
2002;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0751722P;Université Paris 6 - Pierre et Marie Curie;01;Paris;11;Île-de-France;0755574B;PRES Sorbonne université;5;IDEX SUPER;16;48.84641, 2.354846
2002;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0751723R;Université Paris 7 - Denis Diderot;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;6;48.8303, 2.381357
2002;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0753237L;Arts et Métiers ParisTech;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;1;48.83376, 2.357537
2002;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0753455Y;École normale supérieure;01;Paris;11;Île-de-France;0755575C;PRES Paris Sciences et Lettres - Quartier latin;4;IDEX PSL;1;48.84183, 2.344034
2002;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0753494R;Muséum national d'histoire naturelle;01;Paris;11;Île-de-France;0755574B;PRES Sorbonne université;5;IDEX SUPER;2;48.84412, 2.355615
2002;2;Femmes;4;Santé;1;Professeurs et assimilés;0134009M;Université d'Aix-Marseille;02;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;1;43.29206, 5.359012
2002;2;Femmes;4;Santé;2;Maîtres de conférences et assimilés;0381838S;Université Grenoble 1 - Joseph Fourier;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;1;45.19144, 5.767264
2002;2;Femmes;4;Santé;2;Maîtres de conférences et assimilés;0751721N;Université Paris 5 - René Descartes;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;2;48.8512, 2.340784
2002;2;Femmes;4;Santé;2;Maîtres de conférences et assimilés;0911101C;Université Paris 11 - Paris Sud;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;1;48.69818, 2.181768
2003;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0060931E;Université de Nice - Sophia-Antipolis;23;Nice;93;Provence-Alpes-Côte d'Azur;;Hors PRES;;Hors IDEX;5;43.71383, 7.265501
2003;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0134009M;Université d'Aix-Marseille;02;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;11;43.29206, 5.359012
2003;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0211237F;Université de Dijon - Bourgogne;07;Dijon;26;Bourgogne;0212207K;PRES Bourgogne Franche-Comté;;Hors IDEX;1;47.3141, 5.066377
2003;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0332929E;Université Bordeaux 4 - Montesquieu;04;Bordeaux;72;Aquitaine;;Hors PRES;;Hors IDEX;1;
2003;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0381839T;Université Grenoble 2 - Pierre Mendès France;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;5;45.18961, 5.769436
2003;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0660437S;Université de Perpignan;11;Montpellier;91;Languedoc-Roussillon;0342255S;PRES Université Montpellier Sud de France;;Hors IDEX;1;42.68099, 2.902596
2003;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0781944P;Université de Versailles Saint-Quentin;25;Versailles;11;Île-de-France;0783617H;PRES Université du Grand Ouest parisien;;Hors IDEX;1;48.7997, 2.140946
2003;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0860856N;Université de Poitiers;13;Poitiers;54;Poitou-Charentes;0861420B;PRES Limousin Poitou-Charentes;;Hors IDEX;4;46.5857, 0.345813
2003;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0931238R;Université Paris 13 - Paris Nord;24;Créteil;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;2;48.95591, 2.338811
2003;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;9740478B;Université de La Réunion;28;Réunion;04;La Réunion;;Hors PRES;;Hors IDEX;1;-20.8776, 55.4473
2003;1;Hommes;1;Droit et sciences économiques;2;Maîtres de conférences et assimilés;0593561A;Université Lille 3 - Charles-de-Gaulle;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;1;50.62662, 3.125444
2003;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0211237F;Université de Dijon - Bourgogne;07;Dijon;26;Bourgogne;0212207K;PRES Bourgogne Franche-Comté;;Hors IDEX;9;47.3141, 5.066377
2003;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0251215K;Université de Besançon - Franche-Comté;03;Besançon;43;Franche-Comté;0212207K;PRES Bourgogne Franche-Comté;;Hors IDEX;5;47.24045, 6.022715
2003;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0350937D;Université Rennes 2 - Haute Bretagne;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;5;48.1215, -1.70447
2003;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0421095M;Université de Saint-Étienne - Jean Monnet;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;3;45.42442, 4.393426
2003;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0440984F;Université Nantes;17;Nantes;52;Pays de la Loire;0442665H;PRES Université Nantes Angers Maine;;Hors IDEX;4;47.20964, -1.55578
2003;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0593561A;Université Lille 3 - Charles-de-Gaulle;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;8;50.62662, 3.125444
2003;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0660437S;Université de Perpignan;11;Montpellier;91;Languedoc-Roussillon;0342255S;PRES Université Montpellier Sud de France;;Hors IDEX;5;42.68099, 2.902596
2003;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0694123G;École normale supérieure de Lyon;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;1;45.73207, 4.833946
2003;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0730858L;Université de Chambéry - Savoie;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;2;45.56677, 5.917635
2001;1;Hommes;3;Sciences;1;Professeurs et assimilés;0911101C;Université Paris 11 - Paris Sud;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;43;48.69818, 2.181768
2001;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0133774G;École centrale de Marseille;02;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;2;43.24929, 5.555178
2001;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0211237F;Université de Dijon - Bourgogne;07;Dijon;26;Bourgogne;0212207K;PRES Bourgogne Franche-Comté;;Hors IDEX;8;47.3141, 5.066377
2001;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0311381H;Institut national polytechnique de Toulouse;16;Toulouse;73;Midi-Pyrénées;0312758E;PRES Université de Toulouse;6;IDEX UNITI;5;43.55583, 1.503667
2001;2;Femmes;1;Droit et sciences économiques;1;Professeurs et assimilés;0753480A;Collège de France;01;Paris;11;Île-de-France;;Hors PRES;;Hors IDEX;1;48.84916, 2.345613
2001;2;Femmes;1;Droit et sciences économiques;1;Professeurs et assimilés;0761904G;Université de Rouen;21;Rouen;23;Haute-Normandie;0142382N;PRES Normandie Université;;Hors IDEX;1;49.46033, 1.067308
2001;2;Femmes;1;Droit et sciences économiques;2;Maîtres de conférences et assimilés;0691775E;Université Lyon 2 - Lumière;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;1;45.74955, 4.837425
2001;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0211237F;Université de Dijon - Bourgogne;07;Dijon;26;Bourgogne;0212207K;PRES Bourgogne Franche-Comté;;Hors IDEX;2;47.3141, 5.066377
2001;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0331765P;Université Bordeaux 2 - Victor Segalen;04;Bordeaux;72;Aquitaine;;Hors PRES;;Hors IDEX;1;
2001;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0331766R;Université Bordeaux Montaigne;04;Bordeaux;72;Aquitaine;0333178A;PRES Université de Bordeaux;2;IDEX Bordeaux;2;44.79508, -0.61118
2001;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0640251A;Université de Pau - Pays de Adour;04;Bordeaux;72;Aquitaine;0333178A;PRES Université de Bordeaux;;Hors IDEX;1;43.31994, -0.36419
2001;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0673021V;Université de Strasbourg;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;2;48.58004, 7.765612
2001;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0694123G;École normale supérieure de Lyon;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;1;45.73207, 4.833946
2001;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0751719L;Université Paris 3 - Sorbonne Nouvelle;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;7;48.84888, 2.343049
2001;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0753471R;Conservatoire national des arts et métiers;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;1;48.86672, 2.35429
2001;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0761904G;Université de Rouen;21;Rouen;23;Haute-Normandie;0142382N;PRES Normandie Université;;Hors IDEX;1;49.46033, 1.067308
2001;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0921204J;Université Paris 10 - Nanterre;25;Versailles;11;Île-de-France;0755698L;PRES Paris Lumières;;Hors IDEX;5;48.90472, 2.20883
2001;2;Femmes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0941111X;Université Paris 12 - Val de Marne;24;Créteil;11;Île-de-France;0772710C;PRES Université Paris Est;;Hors IDEX;3;48.78816, 2.445964
2001;2;Femmes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0753742K;École des hautes études en sciences sociales;01;Paris;11;Île-de-France;0755581J;PRES Hautes Etudes - Sorbonne - Arts et Métiers;;Hors IDEX;1;48.83589, 2.371983
2001;2;Femmes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0921204J;Université Paris 10 - Nanterre;25;Versailles;11;Île-de-France;0755698L;PRES Paris Lumières;;Hors IDEX;2;48.90472, 2.20883
2001;2;Femmes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0931827F;Université Paris 8 - Vincennes Saint-Denis;24;Créteil;11;Île-de-France;0755698L;PRES Paris Lumières;;Hors IDEX;1;48.94524, 2.363943
2001;2;Femmes;2;Lettres et sciences humaines;2;Maîtres de conférences et assimilés;0941111X;Université Paris 12 - Val de Marne;24;Créteil;11;Île-de-France;0772710C;PRES Université Paris Est;;Hors IDEX;1;48.78816, 2.445964
2001;2;Femmes;3;Sciences;1;Professeurs et assimilés;0772502B;Université de Marne-la-Vallée;24;Créteil;11;Île-de-France;0772710C;PRES Université Paris Est;;Hors IDEX;3;48.84009, 2.586249
2001;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0060931E;Université de Nice - Sophia-Antipolis;23;Nice;93;Provence-Alpes-Côte d'Azur;;Hors PRES;;Hors IDEX;4;43.71383, 7.265501
2001;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0133774G;École centrale de Marseille;02;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;1;43.24929, 5.555178
2001;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0141408E;Université de Caen - Basse-Normandie;05;Caen;25;Basse-Normandie;0142382N;PRES Normandie Université;;Hors IDEX;2;49.18818, -0.36381
2001;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0290346U;Université de Brest - Bretagne occidentale;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;2;48.39843, -4.5083
2001;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0341088Y;Université Montpellier 2 - Sciences techniques du Languedoc;11;Montpellier;91;Languedoc-Roussillon;0342255S;PRES Université Montpellier Sud de France;;Hors IDEX;7;43.6315, 3.860602
2001;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0381838S;Université Grenoble 1 - Joseph Fourier;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;2;45.19144, 5.767264
2001;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0450855K;Université d'Orléans;18;Orléans-Tours;24;Centre;0371692N;PRES Centre-Val de Loire Université;;Hors IDEX;1;47.8482, 1.932077
2003;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0511296G;Université de Reims - Champagne-Ardenne;19;Reims;21;Champagne-Ardenne;0512141A;PRES Picardie-Champagne;;Hors IDEX;2;49.2559, 4.040127
2003;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0595964M;Université du Littoral - Côte d'Opale;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;1;51.03955, 2.372557
2003;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0631262E;Université Clermont-Ferrand 1 - Auvergne;06;Clermont-Ferrand;83;Auvergne;0631987T;PRES Clermont Université;;Hors IDEX;1;45.77115, 3.088561
2003;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0631525R;Université Clermont-Ferrand 2 - Blaise Pascal;06;Clermont-Ferrand;83;Auvergne;0631987T;PRES Clermont Université;;Hors IDEX;6;45.77626, 3.091604
2003;2;Femmes;3;Sciences;2;Maîtres de conférences et assimilés;0870669E;Université de Limoges;22;Limoges;74;Limousin;0861420B;PRES Limousin Poitou-Charentes;;Hors IDEX;6;45.82649, 1.258314
2003;2;Femmes;4;Santé;1;Professeurs et assimilés;0691774D;Université Lyon 1 - Claude Bernard;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;2;45.77916, 4.872874
2003;2;Femmes;4;Santé;1;Professeurs et assimilés;0911101C;Université Paris 11 - Paris Sud;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;1;48.69818, 2.181768
2003;2;Femmes;4;Santé;2;Maîtres de conférences et assimilés;0134009M;Université d'Aix-Marseille;02;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;1;43.29206, 5.359012
2003;2;Femmes;4;Santé;2;Maîtres de conférences et assimilés;0350936C;Université Rennes 1;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;2;48.11605, -1.67414
2003;2;Femmes;5;STAPS;1;Professeurs et assimilés;0511296G;Université de Reims - Champagne-Ardenne;19;Reims;21;Champagne-Ardenne;0512141A;PRES Picardie-Champagne;;Hors IDEX;1;49.2559, 4.040127
2003;2;Femmes;5;STAPS;2;Maîtres de conférences et assimilés;0341087X;Université Montpellier 1;11;Montpellier;91;Languedoc-Roussillon;0342255S;PRES Université Montpellier Sud de France;;Hors IDEX;3;43.61493, 3.873641
2004;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0130221V;Institut détudes politiques d'Aix-en-Provence;02;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;2;43.53149, 5.446984
2004;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0330192E;Institut détudes politiques de Bordeaux;04;Bordeaux;72;Aquitaine;0333178A;PRES Université de Bordeaux;2;IDEX Bordeaux;1;44.79829, -0.61518
2004;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0350936C;Université Rennes 1;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;5;48.11605, -1.67414
2004;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0381839T;Université Grenoble 2 - Pierre Mendès France;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;1;45.18961, 5.769436
2004;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0421095M;Université de Saint-Étienne - Jean Monnet;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;1;45.42442, 4.393426
2004;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0631262E;Université Clermont-Ferrand 1 - Auvergne;06;Clermont-Ferrand;83;Auvergne;0631987T;PRES Clermont Université;;Hors IDEX;1;45.77115, 3.088561
2004;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0691775E;Université Lyon 2 - Lumière;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;4;45.74955, 4.837425
2004;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;0753431X;Institut détudes politiques de Paris;01;Paris;11;Île-de-France;0755598C;PRES Sorbonne Paris Cité;7;IDEX USPC;1;48.85407, 2.328359
2004;1;Hommes;1;Droit et sciences économiques;1;Professeurs et assimilés;9830445S;Université de la Nouvelle-Calédonie;40;Nouvelle-Calédonie;00;TOM + Collectivités territoriales;;Hors PRES;;Hors IDEX;1;-22.2686, 166.4242
2004;1;Hommes;1;Droit et sciences économiques;2;Maîtres de conférences et assimilés;0593559Y;Université Lille 1 - Sciences technologies;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;2;50.61158, 3.142495
2004;1;Hommes;1;Droit et sciences économiques;2;Maîtres de conférences et assimilés;0921204J;Université Paris 10 - Nanterre;25;Versailles;11;Île-de-France;0755698L;PRES Paris Lumières;;Hors IDEX;1;48.90472, 2.20883
2004;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0290346U;Université de Brest - Bretagne occidentale;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;4;48.39843, -4.5083
2004;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0311383K;Université Toulouse - Jean Jaurès;16;Toulouse;73;Midi-Pyrénées;0312758E;PRES Université de Toulouse;6;IDEX UNITI;8;43.57769, 1.404021
2004;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0381839T;Université Grenoble 2 - Pierre Mendès France;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;3;45.18961, 5.769436
2004;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0542493S;Université de Lorraine;12;Nancy-Metz;41;Lorraine;0542471T;PRES Université de Lorraine;;Hors IDEX;6;48.69623, 6.176543
2004;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0593559Y;Université Lille 1 - Sciences technologies;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;2;50.61158, 3.142495
2004;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0623957P;Université d'Artois;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;3;50.28498, 2.791028
2004;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0691775E;Université Lyon 2 - Lumière;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;12;45.74955, 4.837425
2004;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0694123G;École normale supérieure de Lyon;10;Lyon;82;Rhône-Alpes;0694094A;PRES Université de Lyon;;Hors IDEX;1;45.73207, 4.833946
2004;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0753480A;Collège de France;01;Paris;11;Île-de-France;;Hors PRES;;Hors IDEX;3;48.84916, 2.345613
2004;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0753494R;Muséum national d'histoire naturelle;01;Paris;11;Île-de-France;0755574B;PRES Sorbonne université;5;IDEX SUPER;2;48.84412, 2.355615
2004;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0860856N;Université de Poitiers;13;Poitiers;54;Poitou-Charentes;0861420B;PRES Limousin Poitou-Charentes;;Hors IDEX;6;46.5857, 0.345813
2004;1;Hommes;2;Lettres et sciences humaines;1;Professeurs et assimilés;0921204J;Université Paris 10 - Nanterre;25;Versailles;11;Île-de-France;0755698L;PRES Paris Lumières;;Hors IDEX;15;48.90472, 2.20883
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0101060Y;Université de technologie de Troyes;19;Reims;21;Champagne-Ardenne;0212207K;PRES Bourgogne Franche-Comté;;Hors IDEX;6;48.27235, 4.076512
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0133774G;École centrale de Marseille;02;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;1;43.24929, 5.555178
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0251215K;Université de Besançon - Franche-Comté;03;Besançon;43;Franche-Comté;0212207K;PRES Bourgogne Franche-Comté;;Hors IDEX;8;47.24045, 6.022715
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0341089Z;Université Montpellier 3 - Paul-Valéry;11;Montpellier;91;Languedoc-Roussillon;0342255S;PRES Université Montpellier Sud de France;;Hors IDEX;1;43.63678, 3.867299
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0350097R;Institut national des sciences appliquées de Rennes;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;4;48.1208, -1.63575
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0381838S;Université Grenoble 1 - Joseph Fourier;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;42;45.19144, 5.767264
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0381912X;Institut polytechnique de Grenoble;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;18;45.19071, 5.717403
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0542493S;Université de Lorraine;12;Nancy-Metz;41;Lorraine;0542471T;PRES Université de Lorraine;;Hors IDEX;53;48.69623, 6.176543
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0561718N;Université de Bretagne-Sud;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;4;47.74579, -3.38969
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0590349J;École centrale de Lille;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;2;50.61158, 3.142495
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0593561A;Université Lille 3 - Charles-de-Gaulle;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;2;50.62662, 3.125444
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0623957P;Université d'Artois;09;Lille;31;Nord-Pas-de-Calais;0596870X;PRES Université Lille Nord de France;;Hors IDEX;7;50.28498, 2.791028
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0631262E;Université Clermont-Ferrand 1 - Auvergne;06;Clermont-Ferrand;83;Auvergne;0631987T;PRES Clermont Université;;Hors IDEX;1;45.77115, 3.088561
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0750030A;Universcience (ex-Palais de la Découverte);01;Paris;11;Île-de-France;;Hors PRES;;Hors IDEX;1;48.86621, 2.310882
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0753455Y;École normale supérieure;01;Paris;11;Île-de-France;0755575C;PRES Paris Sciences et Lettres - Quartier latin;4;IDEX PSL;1;48.84183, 2.344034
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0753480A;Collège de France;01;Paris;11;Île-de-France;;Hors PRES;;Hors IDEX;1;48.84916, 2.345613
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0772502B;Université de Marne-la-Vallée;24;Créteil;11;Île-de-France;0772710C;PRES Université Paris Est;;Hors IDEX;8;48.84009, 2.586249
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0830766G;Université de Toulon - Sud Toulon Var;23;Nice;93;Provence-Alpes-Côte d'Azur;;Hors PRES;;Hors IDEX;3;43.13739, 6.008149
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0860856N;Université de Poitiers;13;Poitiers;54;Poitou-Charentes;0861420B;PRES Limousin Poitou-Charentes;;Hors IDEX;21;46.5857, 0.345813
2004;1;Hommes;3;Sciences;1;Professeurs et assimilés;0941111X;Université Paris 12 - Val de Marne;24;Créteil;11;Île-de-France;0772710C;PRES Université Paris Est;;Hors IDEX;12;48.78816, 2.445964
2004;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0141408E;Université de Caen - Basse-Normandie;05;Caen;25;Basse-Normandie;0142382N;PRES Normandie Université;;Hors IDEX;6;49.18818, -0.36381
2004;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0250082D;École nationale supérieure de mécanique et des microtechniques de Besançon;03;Besançon;43;Franche-Comté;0212207K;PRES Bourgogne Franche-Comté;;Hors IDEX;2;47.25001, 5.994008
2004;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0310152X;Institut national des sciences appliquées de Toulouse;16;Toulouse;73;Midi-Pyrénées;0312758E;PRES Université de Toulouse;6;IDEX UNITI;4;43.57185, 1.464936
2004;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0350936C;Université Rennes 1;14;Rennes;53;Bretagne;0352756F;PRES Université européenne de Bretagne;;Hors IDEX;13;48.11605, -1.67414
2004;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0370800U;Université de Tours - François Rabelais;18;Orléans-Tours;24;Centre;0371692N;PRES Centre-Val de Loire Université;;Hors IDEX;7;47.38366, 0.675319
2004;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0381912X;Institut polytechnique de Grenoble;08;Grenoble;82;Rhône-Alpes;0383412C;PRES Université de Grenoble;;Hors IDEX;6;45.19071, 5.717403
2004;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0440100V;École centrale de Nantes;17;Nantes;52;Pays de la Loire;0442665H;PRES Université Nantes Angers Maine;;Hors IDEX;3;47.24824, -1.5499
2004;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0450855K;Université d'Orléans;18;Orléans-Tours;24;Centre;0371692N;PRES Centre-Val de Loire Université;;Hors IDEX;2;47.8482, 1.932077
2004;1;Hommes;3;Sciences;2;Maîtres de conférences et assimilés;0511296G;Université de Reims - Champagne-Ardenne;19;Reims;21;Champagne-Ardenne;0512141A;PRES Picardie-Champagne;;Hors IDEX;5;49.2559, 4.040127
